trade_n,closed_dt,symbol,status,realized_r,pnl_dollars,capital,peak,drawdown_pct,in_drawdown
179,2026-05-08 02:54:16.418670+00:00,JPM,expired,-0.695,-104.54,14936.78,15417.86,-3.12,True
180,2026-05-08 02:54:16.427738+00:00,JPM,hit_target,1.15,171.77,15108.55,15417.86,-2.01,True
181,2026-05-08 02:54:16.428420+00:00,JPM,hit_stop,-1.0,-151.09,14957.47,15417.86,-2.99,True
182,2026-05-08 02:54:16.428981+00:00,JPM,hit_stop,-1.0,-149.57,14807.89,15417.86,-3.96,True
183,2026-05-08 02:54:16.441971+00:00,JPM,hit_target,1.15,170.29,14978.19,15417.86,-2.85,True
184,2026-05-08 02:54:16.444571+00:00,JPM,hit_target,1.15,172.25,15150.43,15417.86,-1.73,True
185,2026-05-08 02:54:16.445077+00:00,JPM,hit_target,1.44,218.17,15368.6,15417.86,-0.32,True
186,2026-05-08 02:54:16.448828+00:00,JPM,hit_stop,-1.0,-153.69,15214.91,15417.86,-1.32,True
187,2026-05-08 02:54:16.454139+00:00,JPM,hit_target,1.15,174.97,15389.89,15417.86,-0.18,True
188,2026-05-08 02:54:16.476412+00:00,JPM,expired,0.556,85.62,15475.5,15475.5,0.0,False
189,2026-05-08 02:54:16.477194+00:00,JPM,expired,0.785,121.5,15597.0,15597.0,0.0,False
190,2026-05-08 02:54:16.477810+00:00,JPM,hit_target,1.3,202.76,15799.76,15799.76,0.0,False
191,2026-05-08 02:54:16.478412+00:00,JPM,hit_target,1.15,181.7,15981.46,15981.46,0.0,False
192,2026-05-08 02:54:16.481531+00:00,JPM,expired,0.932,148.97,16130.43,16130.43,0.0,False
193,2026-05-08 02:54:16.482321+00:00,JPM,expired,0.307,49.59,16180.02,16180.02,0.0,False
194,2026-05-08 02:54:16.483104+00:00,JPM,expired,0.083,13.37,16193.39,16193.39,0.0,False
195,2026-05-08 02:54:16.484443+00:00,JPM,expired,-0.29,-47.03,16146.37,16193.39,-0.29,True
196,2026-05-08 02:54:16.488925+00:00,JPM,expired,0.912,147.19,16293.55,16293.55,0.0,False
197,2026-05-08 02:54:16.494626+00:00,JPM,hit_stop,-1.0,-162.94,16130.62,16293.55,-1.0,True
198,2026-05-08 02:54:16.495405+00:00,JPM,hit_stop,-1.0,-161.31,15969.31,16293.55,-1.99,True
199,2026-05-08 02:54:16.499308+00:00,JPM,expired,-0.614,-98.04,15871.27,16293.55,-2.59,True
200,2026-05-08 02:54:16.529385+00:00,JPM,expired,0.339,53.78,15925.06,16293.55,-2.26,True
201,2026-05-08 02:54:16.530881+00:00,JPM,expired,-0.541,-86.13,15838.92,16293.55,-2.79,True
202,2026-05-08 02:54:17.331361+00:00,UNH,hit_stop,-1.0,-158.39,15680.53,16293.55,-3.76,True
203,2026-05-08 02:54:17.340112+00:00,UNH,hit_target,1.15,180.33,15860.86,16293.55,-2.66,True
204,2026-05-08 02:54:17.342313+00:00,UNH,expired,0.661,104.9,15965.76,16293.55,-2.01,True
205,2026-05-08 02:54:17.343126+00:00,UNH,expired,0.791,126.36,16092.12,16293.55,-1.24,True
206,2026-05-08 02:54:17.343939+00:00,UNH,hit_target,1.15,185.06,16277.18,16293.55,-0.1,True
207,2026-05-08 02:54:17.345319+00:00,UNH,expired,0.532,86.58,16363.76,16363.76,0.0,False
208,2026-05-08 02:54:17.348316+00:00,UNH,hit_stop,-1.0,-163.64,16200.13,16363.76,-1.0,True
209,2026-05-08 02:54:17.393157+00:00,UNH,expired,1.041,168.69,16368.82,16368.82,0.0,False
210,2026-05-08 02:54:17.393965+00:00,UNH,expired,0.539,88.31,16457.12,16457.12,0.0,False
211,2026-05-08 02:54:17.397877+00:00,UNH,expired,-0.233,-38.34,16418.79,16457.12,-0.23,True
212,2026-05-08 02:54:17.400776+00:00,UNH,hit_stop,-1.0,-164.19,16254.6,16457.12,-1.23,True
213,2026-05-08 02:54:17.401284+00:00,UNH,hit_stop,-1.0,-162.55,16092.05,16457.12,-2.22,True
214,2026-05-08 02:54:17.407232+00:00,UNH,hit_stop,-1.0,-160.92,15931.13,16457.12,-3.2,True
215,2026-05-08 02:54:18.299773+00:00,MA,expired,0.256,40.72,15971.85,16457.12,-2.95,True
216,2026-05-08 02:54:18.301452+00:00,MA,expired,-0.295,-47.19,15924.67,16457.12,-3.24,True
217,2026-05-08 02:54:18.302538+00:00,MA,expired,-0.226,-35.91,15888.76,16457.12,-3.45,True
218,2026-05-08 02:54:18.310719+00:00,MA,hit_stop,-1.0,-158.89,15729.87,16457.12,-4.42,True
219,2026-05-08 02:54:18.325359+00:00,MA,expired,0.774,121.76,15851.63,16457.12,-3.68,True
220,2026-05-08 02:54:18.328310+00:00,MA,hit_target,1.15,182.29,16033.93,16457.12,-2.57,True
221,2026-05-08 02:54:18.328925+00:00,MA,hit_target,1.15,184.39,16218.32,16457.12,-1.45,True
222,2026-05-08 02:54:18.329552+00:00,MA,hit_target,1.15,186.51,16404.83,16457.12,-0.32,True
223,2026-05-08 02:54:18.337087+00:00,MA,expired,0.369,60.48,16465.3,16465.3,0.0,False
224,2026-05-08 02:54:18.337696+00:00,MA,hit_target,1.15,189.35,16654.65,16654.65,0.0,False
225,2026-05-08 02:54:18.339695+00:00,MA,hit_stop,-1.0,-166.55,16488.11,16654.65,-1.0,True
226,2026-05-08 02:54:18.369988+00:00,MA,hit_target,1.18,194.56,16682.67,16682.67,0.0,False
227,2026-05-08 02:54:18.371561+00:00,MA,expired,0.246,41.09,16723.75,16723.75,0.0,False
228,2026-05-08 02:54:18.372329+00:00,MA,hit_target,1.15,192.32,16916.08,16916.08,0.0,False
229,2026-05-08 02:54:18.376640+00:00,MA,expired,0.478,80.84,16996.92,16996.92,0.0,False
230,2026-05-08 02:54:18.377163+00:00,MA,hit_target,3.07,521.81,17518.73,17518.73,0.0,False
231,2026-05-08 02:54:18.377961+00:00,MA,expired,0.696,121.89,17640.62,17640.62,0.0,False
232,2026-05-08 02:54:18.378717+00:00,MA,expired,0.357,62.95,17703.57,17703.57,0.0,False
233,2026-05-08 02:54:18.379795+00:00,MA,expired,0.588,104.12,17807.69,17807.69,0.0,False
234,2026-05-08 02:54:18.381418+00:00,MA,expired,0.506,90.03,17897.73,17897.73,0.0,False
235,2026-05-08 02:54:18.382217+00:00,MA,hit_stop,-1.0,-178.98,17718.75,17897.73,-1.0,True
236,2026-05-08 02:54:18.382887+00:00,MA,hit_stop,-1.0,-177.19,17541.56,17897.73,-1.99,True
237,2026-05-08 02:54:18.383370+00:00,MA,hit_stop,-1.0,-175.42,17366.15,17897.73,-2.97,True
238,2026-05-08 02:54:18.386531+00:00,MA,hit_target,1.15,199.71,17565.86,17897.73,-1.85,True
239,2026-05-08 02:54:18.391180+00:00,MA,hit_stop,-1.0,-175.66,17390.2,17897.73,-2.84,True
240,2026-05-08 02:54:18.391732+00:00,MA,hit_stop,-1.0,-173.9,17216.3,17897.73,-3.81,True
241,2026-05-08 02:54:18.406405+00:00,MA,expired,0.925,159.18,17375.47,17897.73,-2.92,True
242,2026-05-08 02:54:18.407129+00:00,MA,hit_stop,-1.0,-173.75,17201.72,17897.73,-3.89,True
243,2026-05-08 02:54:18.423445+00:00,MA,expired,-0.207,-35.61,17166.11,17897.73,-4.09,True
