run,final_capital,total_return_pct,max_drawdown_pct,max_consec_losses
526,26847.19,168.47,-7.86,6
527,21064.4,110.64,-9.71,7
528,27647.17,176.47,-9.56,10
529,24695.51,146.96,-4.9,5
530,21717.15,117.17,-12.31,9
531,27982.93,179.83,-4.9,5
532,24080.26,140.8,-8.65,9
533,28986.84,189.87,-8.79,5
534,24532.87,145.33,-7.05,4
535,19333.56,93.34,-9.83,7
536,16587.23,65.87,-9.47,8
537,19822.11,98.22,-9.55,7
538,23483.21,134.83,-8.46,9
539,34283.71,242.84,-9.34,7
540,33199.84,232.0,-5.34,6
541,20533.67,105.34,-7.63,7
542,15684.69,56.85,-13.21,9
543,27521.85,175.22,-8.61,6
544,21208.29,112.08,-10.28,7
545,30700.16,207.0,-5.96,7
546,22474.38,124.74,-8.54,4
547,17661.12,76.61,-8.27,7
548,22430.29,124.3,-12.04,8
549,20123.83,101.24,-12.04,9
550,17199.83,72.0,-17.01,11
551,30337.69,203.38,-7.87,10
552,15906.54,59.07,-12.72,8
553,24065.42,140.65,-10.01,7
554,35661.57,256.62,-5.85,6
555,22279.3,122.79,-5.85,6
556,22071.0,120.71,-6.78,6
557,21720.4,117.2,-9.48,8
558,24601.7,146.02,-11.44,7
559,30667.15,206.67,-10.47,11
560,26240.06,162.4,-10.2,5
561,23120.42,131.2,-7.73,8
562,19657.92,96.58,-8.69,8
563,24742.96,147.43,-7.61,7
564,25242.6,152.43,-8.49,5
565,18867.32,88.67,-6.69,5
566,20066.57,100.67,-9.42,7
567,31747.36,217.47,-7.77,7
568,27517.84,175.18,-5.85,6
569,20968.85,109.69,-8.09,6
570,24139.11,141.39,-6.69,5
571,24809.96,148.1,-7.51,6
572,27431.31,174.31,-8.99,8
573,16183.21,61.83,-11.14,8
574,18554.92,85.55,-8.65,9
575,29923.7,199.24,-7.33,7
576,19382.29,93.82,-13.19,8
577,33365.7,233.66,-8.08,6
578,29303.08,193.03,-13.02,9
579,26921.24,169.21,-7.63,6
580,18102.05,81.02,-15.24,9
581,17780.0,77.8,-10.8,6
582,21737.36,117.37,-8.29,6
583,25977.62,159.78,-7.96,9
584,16573.51,65.74,-11.19,11
585,21555.73,115.56,-8.69,7
586,23701.19,137.01,-14.99,10
587,22969.12,129.69,-8.07,6
588,29048.46,190.48,-7.72,7
589,17254.08,72.54,-11.85,7
590,28633.02,186.33,-9.28,5
591,17447.88,74.48,-11.23,7
592,24388.05,143.88,-7.73,9
593,16723.55,67.24,-12.88,14
594,21780.96,117.81,-13.71,10
595,27010.64,170.11,-9.65,6
596,21753.85,117.54,-10.92,10
597,19599.09,95.99,-10.91,9
598,13807.06,38.07,-10.0,7
599,19247.95,92.48,-8.96,8
600,24280.12,142.8,-9.38,6
601,16847.31,68.47,-11.35,8
602,24315.23,143.15,-9.71,6
603,23997.89,139.98,-12.37,7
604,22359.57,123.6,-9.69,7
605,22056.82,120.57,-7.61,8
606,26354.5,163.54,-7.73,8
607,30662.87,206.63,-8.79,9
608,22177.89,121.78,-7.53,7
609,31352.24,213.52,-8.04,5
610,20658.48,106.58,-7.0,8
611,20953.99,109.54,-7.83,8
612,25773.78,157.74,-10.08,8
613,25087.66,150.88,-7.04,6
614,34589.84,245.9,-6.7,5
615,17674.28,76.74,-8.5,6
616,21612.5,116.13,-8.98,8
617,20865.34,108.65,-8.91,8
618,21611.9,116.12,-9.4,7
619,19854.77,98.55,-8.38,7
620,21644.14,116.44,-13.02,7
621,26415.71,164.16,-8.22,6
622,12847.09,28.47,-13.02,8
623,18865.61,88.66,-18.31,9
624,22012.85,120.13,-6.83,6
625,25268.59,152.69,-6.54,6
626,31337.16,213.37,-8.99,10
627,23157.0,131.57,-9.8,9
628,36070.18,260.7,-8.28,6
629,15832.97,58.33,-10.92,9
630,23334.99,133.35,-7.68,5
631,22854.03,128.54,-13.76,9
632,18970.98,89.71,-8.51,8
633,23608.52,136.09,-5.69,6
634,34860.12,248.6,-6.91,6
635,31353.86,213.54,-6.34,5
636,19818.78,98.19,-8.84,8
637,28489.21,184.89,-10.52,8
638,20697.22,106.97,-11.31,9
639,14167.22,41.67,-11.66,7
640,17513.12,75.13,-15.59,7
641,22996.4,129.96,-9.63,7
642,17303.39,73.03,-7.82,8
643,22939.08,129.39,-7.76,7
644,34547.14,245.47,-7.43,6
645,24988.44,149.88,-12.11,10
646,13887.46,38.87,-13.11,6
647,17205.02,72.05,-8.17,6
648,28382.69,183.83,-8.2,6
649,17748.33,77.48,-9.37,9
650,14843.58,48.44,-14.58,13
651,25915.74,159.16,-8.65,8
652,40413.12,304.13,-6.4,7
653,27060.34,170.6,-5.94,6
654,29662.59,196.63,-7.3,6
655,19115.22,91.15,-9.44,6
656,29854.65,198.55,-11.36,12
657,25173.79,151.74,-9.98,10
658,17957.83,79.58,-12.11,12
659,18269.59,82.7,-11.42,8
660,23667.1,136.67,-7.73,5
661,20352.73,103.53,-8.48,8
662,24323.91,143.24,-9.7,7
663,16876.06,68.76,-12.44,8
664,27782.1,177.82,-6.37,5
665,24332.68,143.33,-7.8,8
666,29156.51,191.57,-7.17,6
667,28123.43,181.23,-4.9,5
668,31186.86,211.87,-5.24,5
669,30253.51,202.54,-13.42,11
670,21467.21,114.67,-8.26,6
671,21252.83,112.53,-7.14,6
672,31201.5,212.02,-7.13,7
673,22306.74,123.07,-8.11,6
674,20416.16,104.16,-8.81,7
675,24856.01,148.56,-8.61,9
676,28965.39,189.65,-7.3,6
677,23422.33,134.22,-8.27,7
678,30858.11,208.58,-8.26,4
679,14792.63,47.93,-17.8,9
680,17177.96,71.78,-12.22,8
681,16193.7,61.94,-11.55,9
682,21005.3,110.05,-10.4,7
683,26344.71,163.45,-7.01,6
684,29761.28,197.61,-7.73,8
685,23749.8,137.5,-7.66,6
686,23076.15,130.76,-13.43,10
687,18767.68,87.68,-8.11,6
688,17561.63,75.62,-13.09,8
689,26136.51,161.37,-8.06,6
690,30219.21,202.19,-7.34,6
691,32337.96,223.38,-5.29,7
692,18592.09,85.92,-7.83,9
693,21541.8,115.42,-9.18,5
694,16639.51,66.4,-9.7,9
695,17730.87,77.31,-8.65,9
696,28117.59,181.18,-8.64,6
697,22497.54,124.98,-8.31,9
698,15807.95,58.08,-13.71,7
699,22608.42,126.08,-12.77,9
700,29368.61,193.69,-9.48,7
701,28184.61,181.85,-9.81,11
702,22168.31,121.68,-9.69,11
703,22434.91,124.35,-6.75,7
