trade_n,closed_dt,symbol,status,realized_r,pnl_dollars,capital,peak,drawdown_pct,in_drawdown
193,2026-05-08 15:41:39.738263+00:00,MA,expired,0.849,143.0,16992.03,17686.81,-3.93,True
194,2026-05-08 15:41:39.738729+00:00,MA,hit_stop,-1.06,-180.15,16811.88,17686.81,-4.95,True
195,2026-05-08 15:41:39.741813+00:00,MA,hit_stop,-1.059,-178.04,16633.84,17686.81,-5.95,True
196,2026-05-08 15:41:39.743278+00:00,MA,hit_target,1.377,229.11,16862.95,17686.81,-4.66,True
197,2026-05-08 15:41:39.745496+00:00,MA,expired,-0.035,-5.97,16856.98,17686.81,-4.69,True
198,2026-05-08 15:41:39.747987+00:00,MA,hit_stop,-1.051,-177.23,16679.75,17686.81,-5.69,True
199,2026-05-08 15:41:39.751052+00:00,MA,hit_target,1.93,321.86,17001.62,17686.81,-3.87,True
200,2026-05-08 15:41:39.754316+00:00,MA,hit_stop,-1.087,-184.8,16816.81,17686.81,-4.92,True
201,2026-05-08 15:41:39.760777+00:00,MA,expired,0.442,74.26,16891.07,17686.81,-4.5,True
202,2026-05-08 15:41:39.761724+00:00,MA,expired,0.258,43.63,16934.7,17686.81,-4.25,True
203,2026-05-08 15:41:39.762952+00:00,MA,expired,-0.579,-97.98,16836.72,17686.81,-4.81,True
204,2026-05-08 15:41:39.785709+00:00,MA,hit_stop,-1.042,-175.41,16661.31,17686.81,-5.8,True
205,2026-05-08 15:41:39.786691+00:00,MA,hit_stop,-1.037,-172.84,16488.47,17686.81,-6.78,True
206,2026-05-08 15:41:40.491979+00:00,AVGO,hit_target,3.069,506.0,16994.47,17686.81,-3.91,True
207,2026-05-08 15:41:40.511529+00:00,AVGO,hit_stop,-1.033,-175.58,16818.89,17686.81,-4.91,True
208,2026-05-08 15:41:40.511861+00:00,AVGO,hit_stop,-1.039,-174.74,16644.15,17686.81,-5.9,True
209,2026-05-08 15:41:40.542618+00:00,AVGO,hit_stop,-1.025,-170.53,16473.62,17686.81,-6.86,True
210,2026-05-08 15:41:40.574795+00:00,AVGO,expired,0.662,109.04,16582.66,17686.81,-6.24,True
211,2026-05-08 15:41:40.609957+00:00,AVGO,hit_target,2.536,420.58,17003.25,17686.81,-3.86,True
212,2026-05-08 15:41:40.612222+00:00,AVGO,hit_stop,-1.04,-176.77,16826.47,17686.81,-4.86,True
213,2026-05-08 15:41:41.353649+00:00,HD,expired,0.371,62.46,16888.94,17686.81,-4.51,True
214,2026-05-08 15:41:41.366706+00:00,HD,hit_target,1.972,333.09,17222.03,17686.81,-2.63,True
215,2026-05-08 15:41:41.368100+00:00,HD,hit_target,3.377,581.55,17803.58,17803.58,0.0,False
216,2026-05-08 15:41:41.372130+00:00,HD,hit_stop,-1.042,-185.51,17618.06,17803.58,-1.04,True
217,2026-05-08 15:41:41.372582+00:00,HD,hit_stop,-1.219,-214.72,17403.34,17803.58,-2.25,True
218,2026-05-08 15:41:41.374343+00:00,HD,hit_target,1.415,246.3,17649.65,17803.58,-0.86,True
219,2026-05-08 15:41:41.375648+00:00,HD,expired,0.124,21.94,17671.59,17803.58,-0.74,True
220,2026-05-08 15:41:41.375991+00:00,HD,hit_stop,-1.044,-184.56,17487.03,17803.58,-1.78,True
221,2026-05-08 15:41:41.377947+00:00,HD,hit_stop,-1.073,-187.68,17299.35,17803.58,-2.83,True
222,2026-05-08 15:41:41.387327+00:00,HD,hit_stop,-1.042,-180.32,17119.03,17803.58,-3.84,True
223,2026-05-08 15:41:41.389944+00:00,HD,hit_stop,-1.076,-184.28,16934.75,17803.58,-4.88,True
224,2026-05-08 15:41:41.396471+00:00,HD,hit_target,1.879,318.14,17252.89,17803.58,-3.09,True
225,2026-05-08 15:41:41.404180+00:00,HD,hit_stop,-1.038,-179.04,17073.86,17803.58,-4.1,True
226,2026-05-08 15:41:41.409578+00:00,HD,expired,-0.094,-16.02,17057.84,17803.58,-4.19,True
227,2026-05-08 15:41:41.409852+00:00,HD,hit_stop,-1.07,-182.48,16875.37,17803.58,-5.21,True
228,2026-05-08 15:41:41.431858+00:00,HD,expired,0.796,134.25,17009.61,17803.58,-4.46,True
229,2026-05-08 15:41:41.432315+00:00,HD,expired,5.246,892.31,17901.92,17901.92,0.0,False
230,2026-05-08 15:41:41.433806+00:00,HD,expired,-0.512,-91.62,17810.31,17901.92,-0.51,True
231,2026-05-08 15:41:41.434142+00:00,HD,hit_stop,-1.052,-187.33,17622.97,17901.92,-1.56,True
232,2026-05-08 15:41:42.353873+00:00,PG,hit_stop,-1.043,-183.84,17439.13,17901.92,-2.59,True
233,2026-05-08 15:41:42.363940+00:00,PG,expired,0.56,97.58,17536.71,17901.92,-2.04,True
234,2026-05-08 15:41:42.366571+00:00,PG,expired,0.22,38.6,17575.31,17901.92,-1.82,True
235,2026-05-08 15:41:42.373071+00:00,PG,hit_target,2.047,359.7,17935.0,17935.0,0.0,False
236,2026-05-08 15:41:42.375536+00:00,PG,hit_stop,-1.075,-192.78,17742.22,17935.0,-1.07,True
237,2026-05-08 15:41:42.388565+00:00,PG,hit_stop,-1.118,-198.29,17543.94,17935.0,-2.18,True
238,2026-05-08 15:41:42.395306+00:00,PG,hit_target,2.351,412.41,17956.35,17956.35,0.0,False
239,2026-05-08 15:41:42.395638+00:00,PG,hit_stop,-1.038,-186.45,17769.9,17956.35,-1.04,True
240,2026-05-08 15:41:42.401577+00:00,PG,hit_stop,-1.142,-202.85,17567.05,17956.35,-2.17,True
241,2026-05-08 15:41:42.404258+00:00,PG,expired,-0.379,-66.61,17500.44,17956.35,-2.54,True
