run,final_capital,total_return_pct,max_drawdown_pct,max_consec_losses
706,9630.75,-3.69,-6.79,7
707,9718.4,-2.82,-6.9,7
708,9705.05,-2.95,-6.31,6
709,8830.8,-11.69,-13.13,14
710,9581.68,-4.18,-6.09,6
711,9753.06,-2.47,-6.79,7
712,10441.44,4.41,-4.9,5
713,9320.88,-6.79,-8.3,7
714,8830.8,-11.69,-12.25,13
715,9594.86,-4.05,-6.79,7
716,9427.92,-5.72,-7.83,7
717,10893.41,8.93,-1.99,2
718,9077.89,-9.22,-9.22,9
719,9171.31,-8.29,-10.47,11
720,9753.06,-2.47,-7.25,7
721,10091.38,0.91,-4.05,3
722,9381.51,-6.18,-6.9,5
723,9840.07,-1.6,-3.33,3
724,9158.71,-8.41,-8.65,9
725,9368.62,-6.31,-10.47,11
726,8841.23,-11.59,-11.59,12
727,9333.7,-6.66,-9.56,10
728,8909.43,-10.91,-12.25,13
729,10322.67,3.23,-5.85,6
730,9344.72,-6.55,-7.83,5
731,9851.69,-1.48,-5.85,6
732,10127.34,1.27,-4.9,5
733,9331.88,-6.68,-8.88,9
734,8830.8,-11.69,-11.69,8
735,9427.92,-5.72,-7.73,8
736,9925.75,-0.74,-2.97,3
737,9416.81,-5.83,-8.65,9
738,9101.1,-8.99,-8.99,6
739,9500.65,-4.99,-7.73,8
740,9851.69,-1.48,-5.14,5
741,10191.44,1.91,-4.9,5
742,9655.59,-3.44,-6.55,4
743,9766.48,-2.34,-7.73,8
744,10414.58,4.15,-3.94,4
